"id","cycle_id","video_id","creator_id","platform","platform_video_id","url","caption","timestamp","views","likes","comments","is_irrelevant","is_eligible","base_pay_per_video","bonus_pay_per_100k_views","bonus_view_threshold","created_at","thumbnail_url","thumbnail_hash","duration"
"008eb9b8-67e2-457e-a1cc-fcfbca10c0e2","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","a4e4f945-8b50-463d-bd96-8312ae159b09","96e1e78f-9028-4b32-aa2f-4f9bb1e7f5aa","tiktok","7604281943894641950","https://www.tiktok.com/@Hacklifewithhenry/video/7604281943894641950","Is this a nerdy take? #fyp #student #neon #math #sidehustle ","""2026-02-08T00:17:57.000Z""","5747","676","19","true","false","20","1.00","1000","""2026-02-09T00:09:49.552Z""","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/owErIVof9jwEQVER51hpmBFXIWaDfuAEAK6RHB~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=3b18224b&x-expires=1770678000&x-signature=rSJiBfpt%2BWmlkOONXfPU4yfrxek%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"30"
"00e23a5c-9b31-4acc-8025-919cfe5e2a52","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","b56432e7-00af-420a-a06f-d796482a373e","f16c9866-6790-42b0-a19b-47ca08309558","tiktok","7603914322812701965","https://www.tiktok.com/@ivanwhispers/video/7603914322812701965","femboys rise up #satire #funny #fyp #viral #whisper ","""2026-02-07T00:31:33.000Z""","927","46","0","false","true","20","1.00","1000","""2026-02-09T00:09:50.091Z""","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/owteNAaXQkBJgEQTMDFfHCAuWDnyfUIojHD6IO~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=67665767&x-expires=1770678000&x-signature=jRQM6FmKV4ktgzfqzdugrPmAG9U%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"12"
"01294e87-9ab8-4cf4-acd8-c17616bd7df2","d21c7996-5925-4695-a5dc-b97af83f1821","90086b61-97a0-46c0-bd57-9b72af2943ad","0b30bf4e-263d-44c8-b0d2-b1a4e5d84edc","tiktok","7598570249369275655","https://www.tiktok.com/@nategetssocial/video/7598570249369275655","cheat code 😳@try.whisper  #jobinterviewhacks #jobinterview ","""2026-01-23T14:53:27.000Z""","359","5","0","false","true","20","0.00","1000","""2026-01-27T11:32:29.852Z""","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/ogBVGpAEd3LOPG3EpBiiHOzaQVI3PnXABBYgi~tplv-tiktokx-cropcenter-comet-q:300:400:q72.jpeg?dr=11006&refresh_token=1a6a4669&x-expires=1769590800&x-signature=UvT8uuRNs3Oxmni7GYybrFFEJ4Y%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"31"
"02673687-7db5-4733-8047-8ab90d3e4068","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","de7b29a3-6e9b-407a-a69f-cfa19012ad8f","96e1e78f-9028-4b32-aa2f-4f9bb1e7f5aa","instagram","3827497945500036270","https://www.instagram.com/reel/DUeARo8ESyu/","Am I gonna be able to make it? 😭#fyp #productivity #neon #money #car","""2026-02-07T19:43:27.000Z""","3023","49","5","true","false","20","1.00","1000","""2026-02-09T00:09:49.864Z""","https://instagram.fpbc2-5.fna.fbcdn.net/v/t51.71878-15/629224220_1267071025475234_8601053809400343468_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzgyNzQ5Nzk0NTUwMDAzNjI3MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=H6bELceriUcQ7kNvwHrL022&_nc_oc=AdnPKjhqVkA1WJ3TjIvusNsDC-OfLIbY8zyQS6A-gjee6jDck1dIYQwT3fSw74ZEp0M&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fpbc2-5.fna&_nc_gid=5F-vGY4XormjHdutt38Z9w&oh=00_AfuSgU2Vgs0bSe9e6iL-SWMgFQb-sIwSZ9FngOgsjVz2zQ&oe=698EF5A7",,"15"
"033aae13-afad-4ee0-bb1e-162d0679411b","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","9e19e719-982b-4cec-b264-335e735b8580","8677b792-9546-451e-9afe-47199bd80177","instagram","3822710718471436621","https://www.instagram.com/reel/DUM_yUVkXlN/","Whisper is the method ICL, saved me fr 😭 #interview #funny #AI","""2026-02-01T05:11:17.000Z""","4582","25","1","false","true","20","1.00","1000","""2026-02-09T15:22:45.804Z""","https://scontent-mia5-1.cdninstagram.com/v/t51.71878-15/625973079_1535238527561801_1312563638604024790_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzgyMjcxMDcxODQ3MTQzNjYyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=OF7lF8CUM8IQ7kNvwHClSAI&_nc_oc=AdmgBuIuW2myrvTPDdJjvmHVQe1Bjb1gDq-KMSBpC4VYqcmXOkbk8zmZyxPp6aeSSR8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_gid=hiJ-og1c53XeXrqmKvDXMQ&oh=00_Afsd1DYLv87sniL_weEf-oesZ16e7QFY0RSWaz2tUfT_Sw&oe=698FBC2E",,"10"
"043f14f3-f1d8-4dd6-a5d6-f52e67f1ba97","4f35b178-f853-4869-ade0-633d05855908","9a2f2047-b139-48ed-af6a-d2e4a1c97c7b","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","tiktok","7593295148491017473","https://www.tiktok.com/@jankinchan/video/7593295148491017473","#cuflow #study #studyhacks #university #explore","""2026-01-09T09:44:18.000Z""","691","15","0","false","true","20","1.00","1000","""2026-01-12T03:17:20.451Z""",,,
"070706ab-0b6e-4c03-a42b-beb1d5020edb","d21c7996-5925-4695-a5dc-b97af83f1821","94cf7adf-c16b-4ac2-8053-ee6ab05ae1c7","7c944ebf-5ec8-4339-b228-e96ee1476f1b","tiktok","7598256328292797703","https://www.tiktok.com/@focuswithkaylee/video/7598256328292797703","i love my girls sm !! 🤍🤍 #appreciationcake #femalefriendship ","""2026-01-22T18:35:18.000Z""","681","31","1","false","true","20","0.50","1000","""2026-01-26T00:00:51.430Z""","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/osGk8oTJQC05eQI5fej2IE2D2uJwNAz9H8A4LS~tplv-tiktokx-cropcenter-comet-q:300:400:q72.jpeg?dr=11006&refresh_token=3f4f508a&x-expires=1769590800&x-signature=gG4C9lk1o%2B6jTQBoRJWNPChllLk%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover","1a2c243733e6e200","27"
"070e9bd4-757d-43e6-a118-277efe1c8474","4f35b178-f853-4869-ade0-633d05855908","d544c23e-2d16-4568-9d34-74f8d43a4806","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3798782710597734345","https://www.instagram.com/reel/DS3_L-cEs_J/","""the big leagues"" 📞

#explore #brainrot #fyp #funny #studentlife #londonstudent #matcha #internationalstudent #uclstudent #studyabroad","""2025-12-30T04:50:16.000Z""","25689","341","14","false","false","20","1.00","1000","""2026-01-12T03:17:35.870Z""",,,
"082b4692-1d7b-4604-aeec-799a56d2e420","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","43d19b2b-6348-4462-a73d-860fb7a72cc5","6890def8-5980-4a20-a681-602f9e113f9e","tiktok","7601963655135038751","https://www.tiktok.com/@matt.whispers/video/7601963655135038751","WHAT DID MY BOSS SAY AT THE END😭 Whisper saved me#funny #interview #funnyvideo #whisperapp ","""2026-02-01T18:21:57.000Z""","168","7","0","true","false","20","1.00","1000","""2026-02-09T00:09:54.874Z""","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oQ8GgRKLUqx1DeTfe4Fig72mAJXcQlAzfcMUPQ~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=60630ed8&x-expires=1770678000&x-signature=bxlIg%2BsUoym%2Bug1g0kzKadKZ2Oc%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"13"
"08345f3e-fc2b-4e67-9d9b-a6baf6d1cb0b","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","e92cedcd-504b-4a9c-8f2e-7d21c93b2fc5","6890def8-5980-4a20-a681-602f9e113f9e","tiktok","7600473575409093918","https://www.tiktok.com/@matt.whispers/video/7600473575409093918","I was just testing the detection system💔🥀#funny #funnyvideo #interview ","""2026-01-28T17:59:38.000Z""","99","4","0","false","true","20","1.00","1000","""2026-02-09T00:09:57.057Z""","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oUF4FloVaEmvTACFATBXiwtIABBiPXa6HORpI~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=7ff95557&x-expires=1770678000&x-signature=Ndiqemq8tmNVyY0n9d7RPfCjz%2F4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"19"
"092087b3-04ed-4ad7-999a-0e874addd0a4","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","c7957a27-7a6d-4b04-8c28-e89cf713cffb","96e1e78f-9028-4b32-aa2f-4f9bb1e7f5aa","instagram","3818982222574202164","https://www.instagram.com/reel/DT_wBj8ES00/","Lock in and learn it guys #fyp #productivity #whisper #school #student","""2026-01-27T01:43:36.000Z""","2704","82","1","false","true","20","1.00","1000","""2026-02-09T00:09:57.760Z""","https://instagram.fada2-3.fna.fbcdn.net/v/t51.71878-15/622548567_2541645292903586_8361155877090723682_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MzgxODk4MjIyMjU3NDIwMjE2NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=iQqXHJyiAD4Q7kNvwE0DTRK&_nc_oc=AdnDc3hmccZBBzHQSjOxVNhsBdwqsDnkGqnCLylrAKzzfoKy3yjAxF9C-zVC9MqPb_M&_nc_ad=z-m&_nc_cid=1193&_nc_zt=23&_nc_ht=instagram.fada2-3.fna&_nc_gid=RtiYCyhMsQzOwbi7x1zbWQ&oh=00_Afs0VOgfUQ9cfGxHM-AWRHp2vNCJBnUilAr0gj7fzeUGkA&oe=698EFE90",,"67"
"09cfe1ef-1531-4073-8522-899da20b6536","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","81f578a8-6d5d-4caf-a8e9-421c638fdd5d","6890def8-5980-4a20-a681-602f9e113f9e","tiktok","7601338779420331277","https://www.tiktok.com/@matt.whispers/video/7601338779420331277","WHY DID BRO CALL ME THAT😣 thanks for the response Whisper🙏#funny #interview #funnyvideo #whisperapp ","""2026-01-31T01:57:05.000Z""","109","10","1","false","true","20","1.00","1000","""2026-02-09T00:09:55.847Z""","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oMs6Gs0OlgI7RfOGwFeL5bFIgIGEVQAXrAeeuM~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=4fdb064c&x-expires=1770678000&x-signature=9YkEseRUdJ7O7ABdcMa2w3BLsIw%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"14"
"0ac287ce-8b52-43b6-8d90-41947091f5c6","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","ebea2063-0547-4dd3-ab78-956e3a594a5d","63315673-8da7-4cb8-8d6a-63f3f0cca406","instagram","3825460326939213530","https://www.instagram.com/reel/DUWw-Yxj77a/","Hello my little software engineer🥰

#college #ai #meme #interview #brainrot","""2026-02-05T00:14:11.000Z""","1436","35","0","true","false","20","1.00","1000","""2026-02-09T00:09:51.846Z""","https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/629142324_919718473890107_7907976210868552108_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=MzgyNTQ2MDMyNjkzOTIxMzUzMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=4ls9rNfQ5LYQ7kNvwGwYPX4&_nc_oc=AdlTRah-t3nF2MUtufN0JCqWr6FUXLqPK-sGzXNLrnBpXZrI0hcKJCLlxNMhys2IrqU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_gid=WJBcmh-t82gbIbA7ERn4mg&oh=00_AfuGfav-90uemUmSk561rDBalyj98B5HiJSqegZL8uCfng&oe=698ED8E0",,"9"
